player,position,team,minutes,goals,assists,clean_sheets,yellow_cards,red_cards,bonus,xg,xa,xgi,influence,creativity,threat,ict_index,total_points,value
Willy Kambwala,DEF,14,325,0,0,0,1,0,0,0.0,0.01,0.01,53.8,2.4,0.0,5.5,5,1.3
Lewis Hall,DEF,15,773,1,0,2,2,0,3,0.35,0.72,1.07,194.8,69.1,85.0,34.9,38,9.0
Miguel Almirón Rejala,MID,15,1930,3,1,5,2,0,4,4.57,2.39,6.96,299.8,369.7,434.0,110.1,77,12.8
Elliot Anderson,MID,15,1018,0,2,5,3,0,3,1.63,1.25,2.88,187.4,223.7,201.0,61.1,42,10.0
Sven Botman,DEF,15,1375,2,2,3,2,0,4,0.62,0.54,1.16,386.8,62.9,104.0,55.5,51,11.3
Bruno Guimarães Rodriguez Moura,MID,15,3264,7,9,10,8,0,15,4.91,6.2,11.11,968.4,948.7,489.0,241.0,153,26.4
Dan Burn,DEF,15,2725,2,2,8,4,0,4,3.35,1.12,4.47,656.4,153.8,286.0,109.7,97,20.6
Martin Dubravka,GK,15,1984,0,0,4,1,0,3,0.0,0.0,0.0,661.0,10.0,0.0,67.2,75,17.4
Anthony Gordon,MID,15,2896,11,16,12,10,1,14,10.03,5.4,15.42,822.6,843.7,905.0,256.7,183,28.6
Alexander Isak,FWD,15,2253,21,4,7,1,0,23,20.22,2.68,22.9,877.4,362.5,1054.0,229.3,172,20.5
Joelinton Cássio Apolinário de Lira,MID,15,1276,2,1,3,6,0,3,2.82,1.09,3.91,295.2,314.9,206.0,81.6,45,7.8
Emil Krafth,DEF,15,909,0,0,3,2,0,1,0.2,0.76,0.96,164.2,145.4,28.0,33.8,33,7.5
Jamaal Lascelles,DEF,15,1077,1,0,5,4,0,3,0.74,0.12,0.86,233.0,35.4,69.0,33.8,46,12.4
Sean Longstaff,MID,15,2742,6,3,10,7,0,3,6.76,2.8,9.56,550.0,357.1,479.0,138.8,110,22.9
Jacob Murphy,MID,15,1184,3,8,5,1,0,4,2.23,3.35,5.58,377.8,453.4,270.0,110.0,82,17.1
Nick Pope,GK,15,1345,0,0,6,1,0,1,0.02,0.0,0.02,323.0,0.0,4.0,32.7,57,10.8
Matt Ritchie,MID,15,120,1,0,0,1,0,0,0.98,0.07,1.05,70.0,9.1,106.0,18.5,17,4.0
Fabian Schär,DEF,15,3055,4,3,9,5,0,12,2.47,1.41,3.87,826.6,166.7,278.0,127.4,123,22.0
Sandro Tonali,MID,15,437,1,0,1,2,0,0,0.62,0.47,1.09,81.8,105.0,50.0,23.8,16,3.1
Kieran Trippier,DEF,15,2235,1,10,6,5,0,20,0.65,6.97,7.62,719.0,1028.5,102.0,185.2,111,16.8
Joe Willock,MID,15,415,1,0,1,0,0,0,0.88,0.57,1.45,89.8,92.5,106.0,28.8,18,3.4
Callum Wilson,FWD,15,981,9,1,6,3,0,4,8.96,0.54,9.5,366.2,110.3,563.0,103.2,69,8.8
Loris Karius,GK,15,90,0,0,0,0,0,0,0.0,0.0,0.0,31.8,0.0,0.0,3.2,1,0.3
Harvey Barnes,MID,15,788,5,3,2,2,0,3,3.78,1.9,5.68,279.2,181.5,334.0,79.5,64,10.3
Tino Livramento,DEF,15,1302,1,0,2,1,0,4,0.38,0.83,1.21,292.0,193.9,96.0,58.4,45,11.2
Lewis Miley,MID,15,1203,1,3,1,1,0,1,1.22,1.08,2.3,237.4,192.8,136.0,56.7,44,9.8
Nuno Varela Tavares,DEF,16,454,0,0,1,2,0,0,0.16,0.38,0.54,61.8,48.8,28.0,13.8,11,2.8
Matt Turner,GK,16,1530,0,0,2,2,0,0,0.0,0.0,0.0,379.6,0.0,0.0,37.9,41,11.1
Callum Hudson-Odoi,MID,16,1846,8,2,2,0,0,14,2.65,2.02,4.67,489.0,514.2,444.0,145.0,109,23.2
Anthony Elanga,MID,16,2424,5,9,2,1,0,5,6.2,4.04,10.24,536.4,441.6,618.0,159.2,119,24.3
Serge Aurier,DEF,16,831,0,2,1,2,0,3,0.16,0.45,0.61,187.6,84.8,45.0,31.8,27,6.0
Taiwo Awoniyi,FWD,16,1036,6,3,3,2,0,5,4.85,0.9,5.75,303.2,134.4,308.0,74.2,67,10.6
Willy Boly,DEF,16,1437,2,1,3,1,1,7,1.56,0.77,2.33,480.0,100.5,200.0,78.1,58,12.9
Danilo dos Santos de Oliveira,MID,16,1787,2,2,1,4,0,4,1.82,0.94,2.76,368.0,277.6,137.0,78.1,65,12.3
Felipe Augusto de Almeida Monteiro,DEF,16,372,0,0,1,4,0,0,0.12,0.03,0.15,61.2,23.2,18.0,10.3,7,1.6
Morgan Gibbs-White,MID,16,3156,5,12,5,9,0,13,6.65,6.79,13.44,703.2,1155.2,495.0,235.6,142,24.9
Cheikhou Kouyaté,MID,16,206,0,0,0,2,0,0,0.25,0.04,0.29,36.0,14.3,25.0,7.1,12,2.5
Orel Mangala,MID,16,1562,1,0,3,6,0,0,0.77,0.28,1.05,208.0,108.7,44.0,36.0,40,8.0
Scott McKenna,DEF,16,416,0,0,1,0,0,1,0.21,0.17,0.38,89.0,32.4,17.0,13.8,12,2.7
Moussa Niakhaté,DEF,16,1456,1,0,1,3,1,1,1.3,0.25,1.55,316.6,51.7,55.0,42.3,29,6.4
Harry Toffolo,DEF,16,1452,1,3,2,3,0,3,1.1,1.14,2.24,355.0,268.4,171.0,79.3,52,11.8
Neco Williams,DEF,16,1630,0,1,1,4,0,2,0.74,1.54,2.28,393.4,195.2,139.0,72.8,39,9.1
Chris Wood,FWD,16,1801,14,1,2,0,0,22,11.71,0.92,12.63,598.2,281.1,795.0,167.4,131,27.9
Joe Worrall,DEF,16,438,0,0,1,0,1,3,0.1,0.31,0.41,90.0,22.1,18.0,13.0,13,3.0
Ryan Yates,MID,16,1979,1,1,1,6,0,1,2.78,0.59,3.37,330.4,133.8,258.0,72.1,59,12.3
Olu Aina,DEF,16,1690,1,1,2,3,0,2,0.34,1.01,1.35,312.0,181.7,49.0,54.4,45,10.0
Gonzalo Montiel,DEF,16,796,0,2,1,5,0,4,0.11,0.79,0.9,170.6,118.3,32.0,31.9,28,6.4
Murillo Santiago Costa dos Santos,DEF,16,2790,0,2,3,5,0,1,1.78,0.64,2.42,678.4,115.0,164.0,95.8,58,12.9
Odysseas Vlachodimos,GK,16,450,0,0,1,0,0,0,0.0,0.01,0.01,101.8,10.0,0.0,11.2,12,2.7
Andrew Omobamidele,DEF,16,782,0,0,0,2,0,0,0.14,0.02,0.16,148.6,25.1,16.0,18.9,11,2.4
Nicolás Domínguez,MID,16,1489,2,2,6,4,0,6,1.3,1.14,2.44,340.4,176.2,187.0,70.6,67,13.4
Ibrahim Sangaré,MID,16,1031,0,0,4,6,0,0,0.67,0.4,1.07,168.8,112.9,43.0,32.5,25,5.1
Divock Origi,FWD,16,594,0,1,2,1,0,0,1.22,0.82,2.04,50.4,107.8,99.0,25.0,25,5.0
Giovanni Reyna,MID,16,228,0,1,0,0,0,0,0.36,0.36,0.72,55.0,102.7,55.0,21.4,13,2.8
Matz Sels,GK,16,1440,0,0,1,1,0,1,0.0,0.09,0.09,293.2,10.0,0.0,30.3,34,7.6
Auston Trusty,DEF,17,2568,0,0,1,4,0,0,0.38,0.76,1.14,517.4,107.3,106.0,73.4,28,7.2
Cameron Archer,FWD,17,1829,4,3,2,2,0,9,5.28,1.39,6.67,266.0,309.3,353.0,92.8,82,19.5
Mason Holgate,DEF,17,711,0,0,0,3,1,0,0.55,0.2,0.75,117.8,22.7,19.0,15.9,1,0.2
James McAtee,MID,17,1815,3,4,2,2,0,0,2.98,2.16,5.14,333.8,394.4,333.0,106.0,77,17.5
Anel Ahmedhodžić,DEF,17,2649,2,0,1,9,1,4,3.03,0.58,3.61,568.4,96.7,228.0,89.6,31,7.2
George Baldock,DEF,17,968,0,2,0,4,0,2,0.03,0.63,0.66,173.6,102.6,21.0,29.6,21,5.5
Chris Basham,DEF,17,316,0,0,0,1,0,0,0.12,0.07,0.19,69.2,27.4,14.0,11.1,8,2.1
Jayden Bogle,DEF,17,2787,3,3,3,9,0,0,2.36,1.14,3.5,514.4,183.5,339.0,103.7,63,14.0
Rhian Brewster,FWD,17,338,0,0,0,0,1,0,0.33,0.08,0.41,21.0,28.3,85.0,13.3,11,2.2
